Tumor Size,Nottingham Prognostic Index,Predicted RMST
135.331394048957,0,1
136.2334194287546,1.2820512820512822,1
135.5269367515219,2.5641025641025643,1
134.89584151208558,3.8461538461538467,1
121.293512820984,5.128205128205129,1
121.41303970635742,6.410256410256411,1
122.43615420514679,7.692307692307693,1
121.72354540890844,8.974358974358974,1
121.22927393544558,10.256410256410257,1
122.87669030310032,11.53846153846154,1
121.1677797010246,12.820512820512821,1
122.66322352178702,14.102564102564104,1
121.55116282050652,15.384615384615387,1
120.78729832239556,16.666666666666668,1
121.3920319919668,17.94871794871795,1
122.39634953166903,19.230769230769234,1
121.73110108660286,20.512820512820515,1
121.21159550114045,21.794871794871796,1
121.31741157434247,23.07692307692308,1
121.86100691426591,24.35897435897436,1
121.20962575324224,25.641025641025642,1
121.0369499076586,26.923076923076927,1
121.92330055332818,28.205128205128208,1
120.40351915507439,29.48717948717949,1
121.38762684006089,30.769230769230774,1
120.6098730131092,32.05128205128205,1
121.3776519386506,33.333333333333336,1
120.49537073496424,34.61538461538462,1
122.08684130508152,35.8974358974359,1
120.69056874003427,37.17948717948718,1
122.43876444319457,38.46153846153847,1
122.19416705063344,39.743589743589745,1
121.46718155223982,41.02564102564103,1
121.74107272980334,42.307692307692314,1
121.44312821541963,43.58974358974359,1
121.21559598117011,44.871794871794876,1
122.22225706863372,46.15384615384616,1
122.08473768551616,47.43589743589744,1
120.70915139436593,48.71794871794872,1
120.89819316455596,50,1
135.1152557578365,0,1.141025641025641
135.612837962833,1.2820512820512822,1.141025641025641
135.09398966296138,2.5641025641025643,1.141025641025641
135.15121599047978,3.8461538461538467,1.141025641025641
122.7115085835391,5.128205128205129,1.141025641025641
122.04867882177258,6.410256410256411,1.141025641025641
121.77182485092929,7.692307692307693,1.141025641025641
121.66396694095617,8.974358974358974,1.141025641025641
121.53251698978164,10.256410256410257,1.141025641025641
122.68153485918371,11.53846153846154,1.141025641025641
121.06142452164636,12.820512820512821,1.141025641025641
121.57407911234905,14.102564102564104,1.141025641025641
122.08700270493244,15.384615384615387,1.141025641025641
122.40111093650044,16.666666666666668,1.141025641025641
121.99733149617433,17.94871794871795,1.141025641025641
120.8350018048557,19.230769230769234,1.141025641025641
122.37574951538366,20.512820512820515,1.141025641025641
122.58430823345667,21.794871794871796,1.141025641025641
121.85245741471728,23.07692307692308,1.141025641025641
121.25497547840945,24.35897435897436,1.141025641025641
120.931626225795,25.641025641025642,1.141025641025641
121.569231353196,26.923076923076927,1.141025641025641
121.1851951640923,28.205128205128208,1.141025641025641
122.81233616095544,29.48717948717949,1.141025641025641
121.02826096348748,30.769230769230774,1.141025641025641
120.53169936787137,32.05128205128205,1.141025641025641
122.37292747997765,33.333333333333336,1.141025641025641
123.0941377735958,34.61538461538462,1.141025641025641
122.08215960004918,35.8974358974359,1.141025641025641
123.1281982150056,37.17948717948718,1.141025641025641
120.70539343246162,38.46153846153847,1.141025641025641
121.87380194965796,39.743589743589745,1.141025641025641
120.37442063287942,41.02564102564103,1.141025641025641
122.54119892865312,42.307692307692314,1.141025641025641
121.60370910324446,43.58974358974359,1.141025641025641
121.21831864590231,44.871794871794876,1.141025641025641
122.43374977020883,46.15384615384616,1.141025641025641
122.0250704529622,47.43589743589744,1.141025641025641
121.51593151274996,48.71794871794872,1.141025641025641
122.35883878395505,50,1.141025641025641
135.50026326800685,0,1.282051282051282
135.66497484065764,1.2820512820512822,1.282051282051282
135.11535980802876,2.5641025641025643,1.282051282051282
135.5852874679834,3.8461538461538467,1.282051282051282
122.06727323121984,5.128205128205129,1.282051282051282
122.5840127023409,6.410256410256411,1.282051282051282
121.39161788741164,7.692307692307693,1.282051282051282
122.50901350509943,8.974358974358974,1.282051282051282
120.41296710661297,10.256410256410257,1.282051282051282
123.03245468010593,11.53846153846154,1.282051282051282
121.89829803147654,12.820512820512821,1.282051282051282
123.22990823605373,14.102564102564104,1.282051282051282
121.00474125529516,15.384615384615387,1.282051282051282
121.58756995156908,16.666666666666668,1.282051282051282
121.81129892932962,17.94871794871795,1.282051282051282
120.40439993234783,19.230769230769234,1.282051282051282
121.71398555695713,20.512820512820515,1.282051282051282
121.77414641163934,21.794871794871796,1.282051282051282
121.26862776134402,23.07692307692308,1.282051282051282
121.62298014478084,24.35897435897436,1.282051282051282
122.01337820361921,25.641025641025642,1.282051282051282
121.96096590160282,26.923076923076927,1.282051282051282
120.60832366598042,28.205128205128208,1.282051282051282
120.88032349026689,29.48717948717949,1.282051282051282
120.88495017639265,30.769230769230774,1.282051282051282
121.49337279653547,32.05128205128205,1.282051282051282
122.16573560258247,33.333333333333336,1.282051282051282
121.6098981064302,34.61538461538462,1.282051282051282
122.81467307863684,35.8974358974359,1.282051282051282
122.24984300362924,37.17948717948718,1.282051282051282
121.80860405799605,38.46153846153847,1.282051282051282
121.38350704386949,39.743589743589745,1.282051282051282
121.9102838016555,41.02564102564103,1.282051282051282
122.42384866210118,42.307692307692314,1.282051282051282
121.55188632329155,43.58974358974359,1.282051282051282
121.92541828889468,44.871794871794876,1.282051282051282
122.78300086214904,46.15384615384616,1.282051282051282
121.61158881526549,47.43589743589744,1.282051282051282
121.66981609961468,48.71794871794872,1.282051282051282
121.4876986105947,50,1.282051282051282
135.7725752019537,0,1.4230769230769231
135.51808957881326,1.2820512820512822,1.4230769230769231
135.723338195278,2.5641025641025643,1.4230769230769231
135.01830364931143,3.8461538461538467,1.4230769230769231
123.01236022143802,5.128205128205129,1.4230769230769231
121.61857407970778,6.410256410256411,1.4230769230769231
121.52181975554055,7.692307692307693,1.4230769230769231
121.22008029902673,8.974358974358974,1.4230769230769231
121.30264416042685,10.256410256410257,1.4230769230769231
121.50739538807787,11.53846153846154,1.4230769230769231
120.79803466560155,12.820512820512821,1.4230769230769231
121.25218466368847,14.102564102564104,1.4230769230769231
121.259017573076,15.384615384615387,1.4230769230769231
121.07998890723897,16.666666666666668,1.4230769230769231
121.48969090095261,17.94871794871795,1.4230769230769231
120.90012099475567,19.230769230769234,1.4230769230769231
122.02928218907208,20.512820512820515,1.4230769230769231
120.52443412997259,21.794871794871796,1.4230769230769231
120.60096555114609,23.07692307692308,1.4230769230769231
121.94534541686262,24.35897435897436,1.4230769230769231
121.5299663756869,25.641025641025642,1.4230769230769231
121.55623111686042,26.923076923076927,1.4230769230769231
122.37010769621676,28.205128205128208,1.4230769230769231
121.84189318381536,29.48717948717949,1.4230769230769231
121.2825996038952,30.769230769230774,1.4230769230769231
120.8901948926721,32.05128205128205,1.4230769230769231
121.94740033371016,33.333333333333336,1.4230769230769231
121.77630078160593,34.61538461538462,1.4230769230769231
